filename,score,label,machine_type,AUC,pAUC
BEATs_section_00_source_test_anomaly_0001_pro_A_vel_4_loc_A,0.0009032487869262695,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0002_pro_A_vel_4_loc_A,0.0007624030113220215,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0003_pro_A_vel_12_loc_A,0.0011017322540283203,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0004_pro_A_vel_12_loc_A,0.001309514045715332,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0005_pro_A_vel_12_loc_A,0.0010200142860412598,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0006_pro_A_vel_4_loc_B,0.001122117042541504,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0007_pro_A_vel_12_loc_B,0.0010971426963806152,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0008_pro_A_vel_12_loc_B,0.0009728670120239258,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0009_pro_A_vel_4_loc_C,0.000864565372467041,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0010_pro_A_vel_12_loc_C,0.004205048084259033,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0011_pro_A_vel_4_loc_D,0.0007388591766357422,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0012_pro_A_vel_12_loc_D,0.01704937219619751,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0013_pro_A_vel_12_loc_D,0.0007103681564331055,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0014_pro_A_vel_4_loc_A,0.002953767776489258,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0015_pro_A_vel_4_loc_A,0.0008244514465332031,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0016_pro_A_vel_4_loc_B,0.00079345703125,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0017_pro_A_vel_4_loc_B,0.0008257627487182617,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0018_pro_A_vel_12_loc_B,0.00974273681640625,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0019_pro_A_vel_4_loc_C,0.0008605122566223145,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0020_pro_A_vel_4_loc_C,0.003350377082824707,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0021_pro_A_vel_12_loc_C,0.003914237022399902,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0022_pro_A_vel_12_loc_C,0.0008489489555358887,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0023_pro_A_vel_4_loc_D,0.0007115006446838379,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0024_pro_A_vel_4_loc_D,0.003933966159820557,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0025_pro_A_vel_12_loc_D,0.0007655024528503418,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0026_pro_B_vel_8_loc_A,0.0007351040840148926,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0027_pro_B_vel_16_loc_A,0.0008543133735656738,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0028_pro_B_vel_8_loc_B,0.0012052059173583984,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0029_pro_B_vel_8_loc_B,0.002829134464263916,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0030_pro_B_vel_16_loc_B,0.0008348226547241211,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0031_pro_B_vel_8_loc_C,0.0009583234786987305,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0032_pro_B_vel_16_loc_C,0.01768207550048828,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0033_pro_B_vel_16_loc_C,0.018719851970672607,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0034_pro_B_vel_8_loc_D,0.00848400592803955,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0035_pro_B_vel_16_loc_D,0.0010968446731567383,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0036_pro_B_vel_16_loc_D,0.0007123351097106934,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0037_pro_B_vel_8_loc_A,0.0007503628730773926,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0038_pro_B_vel_8_loc_A,0.0013898611068725586,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0039_pro_B_vel_16_loc_A,0.0007630586624145508,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0040_pro_B_vel_16_loc_A,0.001104593276977539,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0041_pro_B_vel_8_loc_B,0.0007736682891845703,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0042_pro_B_vel_16_loc_B,0.0009261369705200195,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0043_pro_B_vel_16_loc_B,0.008077442646026611,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0044_pro_B_vel_8_loc_C,0.01023167371749878,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0045_pro_B_vel_8_loc_C,0.0007531046867370605,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0046_pro_B_vel_16_loc_C,0.0009844303131103516,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0047_pro_B_vel_8_loc_D,0.002430438995361328,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0048_pro_B_vel_8_loc_D,0.0007262825965881348,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0049_pro_B_vel_16_loc_D,0.001177370548248291,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0050_pro_B_vel_16_loc_D,0.0009676218032836914,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0001_pro_A_vel_4_loc_A,0.0028275251388549805,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0002_pro_A_vel_4_loc_A,0.001155555248260498,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0003_pro_A_vel_4_loc_A,0.0007769465446472168,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0004_pro_A_vel_4_loc_A,0.0007349848747253418,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0005_pro_A_vel_12_loc_A,0.0008074641227722168,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0006_pro_A_vel_12_loc_A,0.001554727554321289,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0007_pro_A_vel_12_loc_A,0.0015196800231933594,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0008_pro_A_vel_4_loc_B,0.0022275447845458984,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0009_pro_A_vel_4_loc_B,0.0008092522621154785,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0010_pro_A_vel_4_loc_B,0.0010396838188171387,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0011_pro_A_vel_12_loc_B,0.0016988515853881836,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0012_pro_A_vel_12_loc_B,0.00220489501953125,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0013_pro_A_vel_12_loc_B,0.001637101173400879,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0014_pro_A_vel_4_loc_C,0.0007260441780090332,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0015_pro_A_vel_4_loc_C,0.00091552734375,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0016_pro_A_vel_4_loc_C,0.0015004277229309082,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0017_pro_A_vel_12_loc_C,0.004361212253570557,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0018_pro_A_vel_12_loc_C,0.0022693872451782227,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0019_pro_A_vel_12_loc_C,0.0027236342430114746,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0020_pro_A_vel_4_loc_D,0.0009036064147949219,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0021_pro_A_vel_4_loc_D,0.0017577409744262695,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0022_pro_A_vel_4_loc_D,0.0024027228355407715,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0023_pro_A_vel_12_loc_D,0.0013087987899780273,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0024_pro_A_vel_12_loc_D,0.000843048095703125,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0025_pro_A_vel_12_loc_D,0.0013207197189331055,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0026_pro_B_vel_8_loc_A,0.001986861228942871,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0027_pro_B_vel_8_loc_A,0.0010064244270324707,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0028_pro_B_vel_8_loc_A,0.0007083415985107422,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0029_pro_B_vel_16_loc_A,0.0019620656967163086,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0030_pro_B_vel_16_loc_A,0.000996232032775879,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0031_pro_B_vel_16_loc_A,0.0010121464729309082,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0032_pro_B_vel_8_loc_B,0.0008383393287658691,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0033_pro_B_vel_8_loc_B,0.0008940696716308594,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0034_pro_B_vel_8_loc_B,0.0007123351097106934,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0035_pro_B_vel_16_loc_B,0.0007428526878356934,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0036_pro_B_vel_16_loc_B,0.0008559226989746094,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0037_pro_B_vel_16_loc_B,0.0009187459945678711,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0038_pro_B_vel_8_loc_C,0.0008402466773986816,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0039_pro_B_vel_8_loc_C,0.0023682713508605957,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0040_pro_B_vel_8_loc_C,0.0013163089752197266,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0041_pro_B_vel_16_loc_C,0.028830766677856445,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0042_pro_B_vel_16_loc_C,0.0016756653785705566,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0043_pro_B_vel_16_loc_C,0.0009241700172424316,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0044_pro_B_vel_8_loc_D,0.0007306337356567383,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0045_pro_B_vel_8_loc_D,0.0007424354553222656,0,test_bearing,0.49375,0.5094736842105263
